Date,Open,High,Low,Close,Volume
19990331,7.739,8.099,7.739,7.939,4359724
19990401,7.939,7.979,7.819,7.859,2224744
19990405,7.859,8.119,7.859,8.119,3647000
19990406,8.119,8.4589,8.039,8.3989,4815422
19990407,8.3989,8.4589,8.199,8.2389,1523300
19990408,8.2389,8.3789,8.039,8.3789,2266336
19990409,8.2589,8.3589,8.159,8.2189,3020390
19990412,8.109,8.179,8.039,8.119,2732452
19990413,8.119,8.2389,7.879,7.999,5494828
19990414,8.3689,8.5789,8.159,8.4389,10265716
19990415,8.7089,8.8789,8.5389,8.8389,8079002
19990416,8.8389,9.1988,8.8389,9.1588,4843774
19990419,9.1588,9.3388,8.7989,8.8589,5172310
19990420,8.8589,9.0788,8.6589,8.9389,1386520
19990421,8.9389,9.1388,8.7389,9.1388,1721160
19990422,9.1388,9.1588,8.9988,9.0988,1295030
19990423,9.0988,9.1988,9.0388,9.1388,1538606
19990426,9.0188,9.1188,8.9189,8.9389,823736
19990427,8.9389,9.0388,8.8589,8.9789,1176212
19990428,8.9789,9.1988,8.9789,9.1988,1885440
19990429,9.1988,9.1988,9.0788,9.0988,2104632
19990430,9.0988,9.1188,8.8989,9.0388,4019768
19990503,9.1788,9.2588,9.0988,9.1988,3332478
19990504,9.0588,9.1788,8.9389,8.9988,2030378
19990505,8.9988,9.1788,8.8189,9.1588,2230060
19990506,9.1588,9.2388,9.0388,9.1788,1343366
19990507,9.1788,9.2788,9.0988,9.2388,1185754
19990510,9.2388,9.2588,9.0588,9.1388,1554124
19990511,9.1388,9.2188,9.1188,9.1988,869032
19990512,9.1988,9.2188,9.1188,9.1388,668456
19990513,9.1338,9.3966,9.1161,9.2964,2260422
19990514,9.046,9.2764,8.8156,8.9358,3987354
19990517,8.9358,8.9959,8.7154,8.8557,3518216
19990518,8.8557,8.9558,8.8557,8.9158,1694620
19990519,9.056,9.1762,8.9358,9.1762,1572368
19990520,9.1762,9.2964,9.076,9.1361,2296830
19990521,9.1361,9.2163,8.9759,8.9759,1312020
19990525,9.1161,9.2163,9.0159,9.036,2963012
19990526,9.036,9.1762,8.9158,9.076,1296664
19990527,9.076,9.1562,9.0159,9.036,2437992
19990528,9.1261,9.1963,9.056,9.1762,993956
19990531,9.1762,9.2163,9.1361,9.2163,1258968
19990601,9.2163,9.597,9.1762,9.5369,3596530
19990602,9.5369,9.6771,9.4567,9.617,2849102
19990603,9.7472,9.8173,9.6771,9.7372,2149954
19990604,9.6771,9.7172,9.637,9.6771,1691278
19990607,9.6771,9.7172,9.5369,9.617,1761702
19990608,9.617,9.6771,9.4367,9.4567,1960384
19990609,9.4567,9.4567,9.1161,9.3766,2081628
19990610,9.3766,9.4166,9.2564,9.2964,1186730
19990611,9.2964,9.5769,9.2964,9.3565,1089766
19990614,9.5168,9.617,9.4166,9.4367,1146828
19990615,9.4367,9.5369,9.1361,9.1361,1483572
19990616,9.1361,9.4367,9.1361,9.2564,1248526
19990617,9.2564,9.2764,9.076,9.1161,1022016
19990618,9.2964,9.4166,9.1762,9.2163,3434660
19990621,9.2163,9.2564,9.0159,9.1161,1174028
19990622,9.1161,9.1361,8.9558,8.9558,1649878
19990623,8.9558,9.0961,8.8156,8.8156,2007402
19990624,8.8156,8.8957,8.5551,8.5752,1514432
19990625,8.7354,8.8757,8.5952,8.7755,2172878
19990628,8.8657,8.9358,8.7955,8.8356,4004080
19990629,8.8356,9.2163,8.7354,9.1762,3070680
19990630,9.1762,9.1762,8.8156,9.0159,2257998
19990702,9.0159,9.2163,8.9759,9.0159,997460
19990705,9.1662,9.1963,9.1361,9.1762,673470
19990706,9.056,9.1361,8.9759,9.036,1107884
19990707,9.036,9.056,8.8557,8.8757,1718062
19990708,8.8757,8.8757,8.7354,8.7354,3546448
19990709,8.7955,8.8356,8.7555,8.7955,1962616
19990712,8.7955,8.8156,8.6753,8.6753,1762108
19990713,8.6753,8.6954,8.495,8.5351,1920558
19990714,8.6579,8.7383,8.5776,8.6981,2416146
19990715,8.6981,9.1601,8.678,9.1401,2522470
19990716,9.1401,9.1802,8.9191,9.0396,1229152
19990719,9.0396,9.12,8.9392,9.0999,1301564
19990720,8.9994,9.0597,8.9392,8.9994,1606206
19990721,8.9994,9.0396,8.9593,9.0195,8080070
19990722,9.0195,9.1601,8.7986,9.0195,9059834
19990723,8.8086,8.9994,8.6178,8.678,2163760
19990726,8.5173,8.6379,8.3968,8.437,3707214
19990727,8.6178,8.7584,8.4771,8.6579,1997864
19990728,8.6579,8.7986,8.5575,8.5977,1896072
19990729,8.5977,8.678,8.4771,8.5776,998808
19990730,8.5776,8.7986,8.5374,8.7785,2160330
19990803,8.7785,8.9794,8.5374,8.5776,1499554
19990804,8.5776,8.6178,8.3365,8.3365,1715542
19990805,8.3365,8.3767,7.9749,7.9749,3549414
19990806,7.9749,8.0955,7.754,8.0151,4891590
19990809,8.0151,8.1959,7.995,8.0352,2323524
19990810,8.0352,8.0352,7.6134,7.7942,2383512
19990811,7.7942,7.9749,7.6535,7.754,2353824
19990812,8.0151,8.1758,7.8544,8.1357,2352822
19990813,8.3064,8.3767,8.2361,8.2562,815746
19990816,8.2562,8.4169,8.1959,8.3968,1224330
19990817,8.8086,9.0798,8.5374,9.0396,3562032
19990818,9.0396,9.1802,8.8588,8.8588,1862016
19990819,8.8588,8.8588,8.5977,8.6579,2938656
19990820,8.6579,8.9392,8.6379,8.9392,1770082
19990823,8.9392,9.1401,8.9392,9.0597,2394264
19990824,9.0597,9.1401,8.9794,9.1401,1366188
19990825,9.1401,9.5016,9.1401,9.4414,3568204
19990826,9.4414,9.5016,9.361,9.4816,3686010
19990827,9.4816,9.6824,9.4414,9.6021,6709208
19990830,9.6021,9.6021,9.3811,9.4213,2235898
19990831,9.4213,9.4213,9.2204,9.3409,2806498
19990901,9.3409,9.4213,9.0597,9.1601,7045378
19990902,8.9593,9.0798,8.8387,8.9392,1977712
19990903,9.1501,9.2807,9.0195,9.2405,1340628
19990907,9.2405,9.3811,9.1601,9.2204,1278730
19990908,9.0898,9.1601,9.0195,9.12,4777756
19990909,9.12,9.1401,8.9191,9.0195,3781202
19990910,9.0195,9.0195,8.8588,8.9794,954060
19990913,8.889,8.9392,8.8387,8.899,691316
19990914,8.899,8.9593,8.8186,8.8789,1029106
19990915,8.8789,8.8789,8.6981,8.7785,2043742
19990916,8.7785,8.8387,8.6981,8.7383,3042974
19990917,8.909,9.0396,8.7785,8.8789,7036818
19990920,8.8789,8.9794,8.8588,8.8789,1024504
19990921,8.7182,8.8387,8.5977,8.6379,1441720
19990922,8.6379,8.7785,8.5977,8.6178,1224720
19990923,8.6178,8.6981,8.4771,8.4771,1636224
19990924,8.4771,8.5776,8.3767,8.4771,1334034
19990927,8.4771,8.678,8.4771,8.6178,1386392
19990928,8.6178,8.6178,8.2964,8.437,1357520
19990929,8.7584,8.8387,8.678,8.7986,1678968
19990930,8.7986,10.044,8.7785,9.7829,21364300
19991001,9.7829,10.2047,9.7427,10.0038,10073704
19991004,10.0038,10.2449,9.9034,10.1645,7373826
19991005,9.9938,10.1445,9.8431,10.0239,4710194
19991006,10.0239,10.0842,9.9235,10.0038,2492790
19991007,10.0038,10.044,9.9034,9.9637,3562232
19991008,9.9637,10.2449,9.803,10.2248,3140408
19991012,10.0239,10.2047,9.8431,9.8431,3857406
19991013,9.6532,9.8141,9.4924,9.5929,2637376
19991014,9.5929,9.5929,9.4723,9.5326,2895366
19991015,9.5326,9.7136,9.3516,9.6532,1795220
19991018,9.6532,9.8745,9.5929,9.8141,2095076
19991019,10.0354,10.1158,9.9549,10.0354,1707422
19991020,10.0354,10.2164,10.0152,10.0957,2144538
19991021,9.8845,9.975,9.794,9.9348,1407292
19991022,10.0555,10.156,9.9549,10.0555,1716828
19991025,9.8845,10.0152,9.7538,9.9348,1606056
19991026,9.9348,10.0555,9.8342,10.0555,1099938
19991027,10.0555,10.0555,9.9348,9.9549,1259360
19991028,10.0454,10.0957,9.9951,10.0756,2128064
19991029,10.2867,10.4577,10.1158,10.4376,2911930
19991101,10.4376,10.4979,10.3571,10.4577,1775260
19991102,10.4577,10.88,10.4376,10.7795,3620798
19991103,10.7795,10.8398,10.4979,10.5582,3207494
19991104,10.5582,10.6588,10.4376,10.5381,1899776
19991105,10.7191,10.8398,10.5985,10.699,2515890
19991108,10.699,10.88,10.5985,10.8398,1674114
19991109,10.8398,10.9001,10.4979,10.518,1995516
19991110,10.327,10.4577,10.1962,10.2566,2115058
19991111,10.4677,10.6387,10.2968,10.4979,1158718
19991112,10.7795,10.9001,10.6588,10.8398,2734096
19991115,10.8398,11.0208,10.7593,10.7795,2359118
19991116,10.7795,10.8398,10.4577,10.4577,1112716
19991117,10.4577,10.8197,10.3571,10.8197,1098950
19991118,10.8197,10.9202,10.7392,10.7996,1419180
19991119,10.7996,10.9001,10.6588,10.8599,3640874
19991122,10.8599,11.242,10.8398,11.1213,2717672
19991123,11.4632,11.785,11.1415,11.7448,7933868
19991124,11.7448,12.1671,11.6845,12.0666,6088972
19991125,12.0666,12.1068,11.966,12.0666,2905004
19991126,12.0666,12.1068,12.0263,12.0867,2266378
19991129,12.0867,12.1671,12.0464,12.1269,1431352
19991130,11.8755,12.0666,11.6845,11.7448,25064820
19991201,11.7448,11.8051,11.4833,11.604,1677330
19991202,11.604,11.7046,11.2018,11.4632,2142738
19991203,11.6945,11.9057,11.4833,11.8453,2624692
19991206,11.8453,12.2274,11.2621,12.2073,3507830
19991207,12.2073,12.3481,12.0666,12.1872,1606804
19991208,11.9962,12.1671,11.8252,11.8655,2906310
19991209,11.8655,11.9258,11.5638,11.6643,2019498
19991210,11.6643,11.9057,11.6643,11.8856,5395096
19991213,11.7448,11.8655,11.6241,11.8051,1129804
19991214,11.8051,12.0263,11.5035,11.5437,4083202
19991215,11.5437,11.9861,11.4029,11.9459,2189974
19991216,11.9459,12.0062,11.8453,12.0062,1058478
19991217,12.0062,12.3682,11.9861,12.0666,8677058
19991220,12.0666,12.509,12.0263,12.1671,3590626
19991221,12.328,12.4487,12.2073,12.2677,2516398
19991222,12.5191,12.6699,12.3682,12.6096,2207256
19991223,12.7704,12.9112,12.6297,12.7503,1083168
19991224,12.7503,12.8308,12.5693,12.7503,1537576
19991229,12.5693,12.7101,12.4286,12.4286,608638
19991230,12.4286,12.4286,12.0666,12.1671,697746
19991231,12.1671,12.1671,11.8655,11.9258,810720
20000104,11.9258,12.0062,11.604,11.8655,2758164
20000105,11.8655,12.3481,11.7247,12.1068,4307626
20000106,12.4989,12.8107,12.1872,12.5492,2127402
20000107,12.5492,12.7101,12.3481,12.6096,1883968
20000110,12.6096,12.9514,12.5291,12.7704,2992130
20000111,12.7704,12.8308,12.5693,12.5894,1428374
20000112,12.5894,12.7731,12.5313,12.6119,2705428
20000113,12.6119,12.6321,12.4306,12.5112,1754842
20000114,12.5112,12.5918,12.35,12.4508,2945576
20000117,12.4508,12.5515,12.3903,12.4709,954216
20000118,12.4709,12.4709,12.2493,12.3299,1147292
20000119,12.3299,12.4306,12.1284,12.1486,1617472
20000120,12.1486,12.4508,12.1486,12.3903,1709464
20000121,12.3903,12.491,12.1486,12.1888,2184660
20000124,12.1888,12.35,12.0478,12.0478,2144746
20000125,12.0478,12.4105,11.9068,12.4105,2577686
20000126,12.2191,12.3903,12.0478,12.2896,1632718
20000127,12.2896,12.3299,11.9471,12.0277,2670074
20000128,11.6952,12.0075,11.383,11.6852,14352758
20000131,11.6852,12.0881,11.665,11.8061,2065438
20000201,11.8061,11.9874,11.6046,11.6852,2160088
20000202,11.6852,11.7859,11.4837,11.4837,3595386
20000203,11.6449,11.7255,11.5643,11.5643,3445752
20000204,11.4132,11.5441,11.2822,11.2822,3454066
20000207,11.2822,11.7658,11.2822,11.5844,2915462
20000208,11.5844,11.6449,11.2822,11.5039,3309448
20000209,12.2997,12.753,11.8463,12.0075,5724240
20000210,12.3299,12.5112,12.1486,12.5112,2803450
20000211,12.5112,12.5313,12.1687,12.3097,1606600
20000214,12.3097,12.5112,12.2493,12.5112,2595420
20000215,12.5112,12.5515,12.3903,12.3903,1187308
20000216,12.3903,12.5313,12.3903,12.4508,1917486
20000217,12.4508,12.5515,12.2493,12.3702,1704704
20000218,12.3702,12.4105,12.1888,12.2493,2730148
20000221,12.2493,12.3903,12.1888,12.3097,775736
20000222,12.3097,12.4508,12.2291,12.2896,2241824
20000223,12.3802,12.4306,12.3299,12.4105,1679950
20000224,12.4105,12.4306,12.068,12.1284,2271216
20000225,12.1284,12.2896,11.9068,11.9471,1592532
20000228,11.9471,12.2493,11.8262,11.8262,2004184
20000229,11.8262,12.0881,11.7255,11.7255,2315560
20000301,12.0478,12.3299,11.7658,12.2493,3897590
20000302,12.0277,12.1888,11.8665,11.9874,1995448
20000303,11.9874,12.2493,11.6852,11.6852,2381330
20000306,11.6852,11.7658,11.2621,11.3427,7259286
20000307,11.3427,11.5643,11.2016,11.3427,4674048
20000308,11.7758,12.1888,11.3628,12.1083,13475346
20000309,12.1083,12.2493,12.0478,12.2291,2378096
20000310,11.9471,12.0881,11.8061,11.9672,1624822
20000313,11.9672,12.2291,11.7255,12.209,10987866
20000314,12.209,12.2896,12.1083,12.1888,2383314
20000315,12.068,12.1486,11.9874,12.0881,2048168
20000316,12.4205,12.6925,12.1486,12.6925,8935912
20000317,12.2392,12.491,11.9874,12.35,4457636
20000320,12.35,12.7731,12.35,12.6522,2702198
20000321,13.1156,13.3977,12.8335,13.2365,5953904
20000322,13.5991,13.8006,13.3977,13.8006,4625424
20000323,13.8006,13.9819,13.5588,13.6797,2172442
20000324,13.6797,13.6797,13.1962,13.1962,2219110
20000327,13.1962,13.2768,13.0955,13.0955,2322020
20000328,13.0955,13.6999,13.0552,13.6797,2612476
20000329,14.9389,15.1504,14.7273,14.8885,11402874
20000330,14.8885,15.1101,14.7475,15.0497,6982836
20000331,15.0497,15.1504,14.3043,14.6871,4850952
20000403,14.6871,14.8079,14.3043,14.7878,2775334
20000404,14.7878,15.1504,14.546,14.949,6950348
20000405,14.949,15.7951,14.8079,15.7347,6119834
20000406,15.7347,15.9966,15.6138,15.8354,5311082
20000407,15.8354,15.916,15.2109,15.3116,3276268
20000410,15.3116,15.5937,14.9893,15.0497,2294604
20000411,15.2411,15.372,15.1101,15.231,2435108
20000412,15.231,15.5534,15.1907,15.2915,1734550
20000413,15.2915,15.4123,14.8079,15.0296,2468530
20000414,15.0296,15.1101,14.546,14.9893,6077510
20000417,14.9893,15.1907,14.405,15.0698,2390640
20000418,15.0698,15.1907,14.7273,14.7676,1414486
20000419,15.1706,15.4728,14.8684,15.4325,5770604
20000420,15.9664,16.4197,15.5131,15.775,2718762
20000424,15.775,16.1175,15.775,16.0772,1614298
20000425,16.0772,16.1578,15.7951,15.8354,2767422
20000426,15.8354,16.0772,15.6138,15.7347,2885932
20000427,15.7347,16.5003,15.6138,16.5003,3913794
20000428,16.5003,16.5204,16.0167,16.0369,1989736
20000501,16.2081,16.2988,16.1175,16.2585,1585504
20000502,16.2585,16.8428,16.1175,16.8428,3679296
20000503,16.8428,16.9838,16.2182,16.9234,4106674
20000504,16.5809,16.8025,16.3592,16.46,1870006
20000505,16.46,16.5003,16.1578,16.2787,1899840
20000508,16.0873,16.2384,15.9362,15.9563,1974264
20000509,16.4398,16.7823,16.0973,16.7017,3069484
20000510,16.7017,16.9032,16.4197,16.7219,2037706
20000511,16.7219,16.8629,16.7017,16.742,1292096
20000512,16.742,16.742,16.2384,16.2384,2076976
20000515,16.047,16.1981,15.8959,16.1175,4359872
20000516,16.1175,16.3189,15.8757,16.2787,2352892
20000517,16.2736,16.6845,16.0591,16.6845,1959180
20000518,16.6845,17.2494,16.5836,17.0476,3879942
20000519,17.0476,17.3906,16.8055,16.8661,3159152
20000523,16.8661,17.2897,15.8977,15.8977,3148646
20000524,15.8977,16.4424,15.6758,15.938,9184612
20000525,15.938,16.281,15.8372,15.8372,5332284
20000526,15.8372,16.0792,15.5749,15.7766,4217774
20000529,15.7766,16.0389,15.7766,15.8573,3109670
20000530,15.8573,15.9986,15.7363,15.8573,4061354
20000531,15.8573,16.1599,15.7968,15.7968,4890028
20000601,15.7968,16.0792,15.7968,15.8372,1764272
20000602,15.8372,16.0994,15.5345,15.8372,3010164
20000605,15.8372,15.938,15.4135,15.4538,2840512
20000606,15.6354,15.7968,15.474,15.474,1948670
20000607,15.474,15.6758,15.1916,15.2319,2578226
20000608,15.2319,15.6556,14.8889,15.4337,3850770
20000609,15.4337,16.1801,15.4337,16.0187,4098762
20000612,16.0187,16.3415,15.9179,15.9986,2336112
20000613,16.1196,16.2205,16.0187,16.2003,2689164
20000614,16.2003,16.3213,15.8573,15.9986,1944106
20000615,15.9986,16.0994,15.938,16.0591,1285338
20000616,16.0591,16.2205,16.0389,16.1801,3509616
20000619,16.1801,16.5433,16.1398,16.4424,5627464
20000620,16.4424,16.7652,16.1398,16.4424,3383002
20000621,16.4424,16.5029,16.1801,16.281,3564110
20000622,16.281,16.6845,16.2608,16.3012,3205296
20000623,16.3012,16.6643,16.2003,16.6643,2923526
20000626,16.6643,16.6845,16.2608,16.2608,1659650
20000627,16.2608,16.4222,16.0994,16.0994,4082846
20000628,16.2406,16.3213,16.1599,16.2003,1937678
20000629,16.2003,16.402,16.1599,16.1599,1880126
20000630,16.392,16.5836,16.2003,16.2205,1374886
20000704,16.4525,16.624,16.281,16.402,1160372
20000705,16.7248,17.0275,16.4222,16.745,2138716
20000706,17.2292,17.6731,16.7854,17.5117,3982246
20000707,17.7941,17.9555,17.6327,17.9151,3370450
20000710,17.9151,18.1976,17.7538,17.8748,2631168
20000711,17.8748,18.3186,17.6731,18.0765,3266301
20000712,18.0765,18.387,17.9021,18.1445,3405014
20000713,18.1445,18.2253,17.6596,18.0637,3379538
20000714,18.0637,18.2253,17.9829,18.2253,2006805
20000717,18.4274,18.589,18.2657,18.3466,3020514
20000718,18.3466,18.5082,18.1041,18.1849,4389394
20000719,18.387,18.5486,18.2253,18.5486,2216992
20000720,18.5486,18.7507,18.2253,18.4678,4620701
20000721,18.4678,18.6699,18.3466,18.5082,3148959
20000724,19.4377,19.8014,19.074,19.1952,5562113
20000725,19.1952,19.3973,18.8315,19.0336,2987390
20000726,19.0336,19.1144,18.0233,18.1445,5182617
20000727,18.1445,18.387,17.9425,18.1445,2857698
20000728,18.1445,18.589,18.0233,18.3062,2615640
20000731,18.3062,18.6294,18.0637,18.0637,3212731
20000801,18.387,18.5486,18.2253,18.5082,2160390
20000802,18.5082,18.9123,18.4678,18.5486,2345536
20000803,18.5486,19.1548,18.4678,19.1144,2903928
20000804,19.5387,19.8014,19.276,19.5589,3071801
20000808,20.5288,21.0541,20.0034,20.7712,4971742
20000809,21.3572,21.5794,21.1349,21.2562,4271026
20000810,21.2562,21.2562,20.0438,20.1247,2375287
20000811,20.1247,20.3267,19.5589,20.0034,2853225
20000814,20.0034,20.0842,19.7205,19.9226,2337341
20000815,19.9226,20.0842,19.6801,19.7205,1940475
20000816,19.7205,19.9226,19.4781,19.7205,2314104
20000817,19.7205,19.7205,19.1548,19.3164,12295980
20000818,19.3164,19.3973,18.8719,18.9931,4793482
20000821,18.9931,19.1952,18.6294,18.7103,3209335
20000822,18.7103,18.9931,18.3062,18.387,5914563
20000823,19.0134,19.5993,18.4274,19.4377,6362379
20000824,19.4377,19.8418,19.2356,19.5589,2979349
20000825,19.7407,19.8822,19.5993,19.8014,1820334
20000828,19.8014,20.5692,19.761,20.3267,3026983
20000829,20.3267,20.4479,20.0034,20.0842,2520360
20000830,20.0842,20.1247,19.6801,19.761,1553930
20000831,19.761,20.1651,19.6397,19.6397,1908498
20000901,19.9428,20.0842,19.8014,19.8822,1420681
20000905,20.1247,20.3267,19.9226,20.2055,3407196
20000906,20.2055,20.2055,19.761,19.963,2128201
20000907,19.963,20.0034,19.4781,19.5589,2576971
20000908,19.5589,20.2055,19.3973,20.2055,2774075
20000911,20.2055,20.2055,19.8822,20.2055,1073328
20000912,20.2055,20.2863,20.0438,20.2055,1767282
20000913,20.2055,20.2863,19.963,20.2863,3679476
20000914,20.064,20.2459,19.8822,20.0034,1859302
20000915,20.0034,20.2459,19.8822,19.9226,1985616
20000918,19.9226,20.0842,19.7205,19.9226,1294356
20000919,19.9226,20.2055,19.8822,19.963,1472634
20000920,19.963,20.1651,19.761,19.8014,2846324
20000921,19.8014,20.0034,19.5185,19.7205,2712525
20000922,19.7205,19.7205,19.1548,19.276,4006619
20000925,19.5185,19.6801,19.3568,19.5185,1416869
20000926,19.5185,19.8014,19.3973,19.8014,6688396
20000927,20.1449,20.2863,20.0034,20.2055,4013213
20000928,20.2055,20.8925,20.0034,20.7712,2561084
20000929,20.7712,21.0541,20.6904,21.0137,2112969
20001002,21.0137,21.0137,20.3267,20.5288,1823979
20001003,20.5288,20.6904,20.0842,20.6904,1368438
20001004,20.6904,21.2157,20.6904,21.0137,2325768
20001005,21.0137,21.0137,20.8521,21.0137,1455526
20001006,21.0137,21.0137,20.4075,20.6904,3958327
20001010,20.6904,20.8521,20.3267,20.3267,1872148
20001011,20.3267,20.4884,19.8014,19.8014,1369613
20001012,19.8014,20.0842,19.761,20.0034,1951487
20001013,20.0034,20.1247,19.5993,19.963,1425791
20001016,19.963,20.0034,19.6397,19.7205,1187293
20001017,19.7205,19.761,18.9931,19.1548,5675999
20001018,19.141,19.1685,18.1171,18.9259,6251871
20001019,18.9259,19.3303,18.4406,18.5215,4391505
20001020,18.845,19.1281,18.5619,19.0068,2229198
20001023,19.391,19.7347,19.0472,19.6943,1884318
20001024,20.0987,20.3817,19.8156,20.0987,2300112
20001025,18.9866,19.6134,18.3597,18.845,6662513
20001026,19.2899,19.5325,19.0472,19.3707,4102380
20001027,19.3707,19.4112,18.3597,18.4002,5328814
20001030,18.4002,19.0068,18.2384,18.845,3082888
20001031,19.4112,19.8965,18.9259,19.3707,2556815
20001101,19.3707,19.9369,19.2494,19.5325,2656553
20001102,19.5325,20.22,19.5325,19.856,1449658
20001103,19.856,20.0178,19.4921,19.6538,1694600
20001106,19.6538,20.1391,19.5729,20.0987,2138376
20001107,20.0987,20.6648,20.0582,20.3009,2931845
20001108,20.3009,20.867,20.22,20.5435,1677405
20001109,20.5435,20.6244,20.22,20.3413,1565554
20001110,20.3413,20.4222,19.5729,19.856,1926413
20001113,19.4314,19.7751,19.0877,19.2494,2278734
20001114,19.2494,19.6943,19.2494,19.5729,3057443
20001115,19.5729,19.8965,19.1685,19.3707,1853320
20001116,19.3707,19.856,19.3303,19.7347,2786353
20001117,19.7347,19.7347,18.9259,19.3303,2234439
20001120,19.0674,19.2899,18.845,18.9663,2118799
20001121,18.9663,19.2494,17.5914,17.9149,4308484
20001122,17.9149,17.9958,17.2274,17.3892,5848588
20001123,17.3892,17.7127,16.8635,17.5105,2078659
20001124,18.0969,18.4811,17.7127,18.1171,2619811
20001127,18.4406,18.6833,18.198,18.6833,3231866
20001128,18.6833,18.9663,18.2789,18.9259,3908024
20001129,18.4811,18.845,18.1171,18.3193,2815757
20001130,18.3193,18.6024,17.8745,18.0362,2979320
20001201,18.0362,18.6428,17.9553,18.6024,3864269
20001204,18.6024,18.9663,18.4406,18.8046,1950730
20001205,18.8046,19.4921,18.7237,19.2899,2513657
20001206,19.2899,19.6134,19.209,19.3707,1988324
20001207,19.3707,19.8156,19.1685,19.5729,2801910
20001208,20.1391,20.6244,19.6538,20.6244,5492595
20001211,20.3211,20.5839,20.0582,20.5435,1709278
20001212,20.5435,20.7861,20.1391,20.1391,2454166
20001213,20.1391,20.3413,19.0068,19.0068,4611217
20001214,19.0068,19.4921,18.5619,19.0068,2708226
20001215,18.3597,18.6024,18.1171,18.198,5419324
20001218,18.198,18.8046,17.6318,18.1171,3303098
20001219,18.1171,18.5215,17.8745,18.198,3014703
20001220,18.198,18.4406,17.834,18.1171,5566778
20001221,18.1171,18.1171,17.6318,17.6723,5395496
20001222,18.198,18.6024,17.7936,18.4811,2410046
20001227,19.027,19.3707,18.6833,18.8855,1428663
20001228,18.8855,19.1685,18.2384,18.6833,1604727
20001229,18.6833,19.0068,18.5619,18.7237,1271883
20010102,18.7237,18.9259,17.6723,17.7127,1796116
20010103,17.7127,18.1171,17.3487,17.8745,3682155
20010104,17.8745,17.9149,16.8635,17.4701,3639839
